exact_literal	ascii_fold	current_master_path	final_projected_path	provenance	decision_basis	casefold_carryalong	human_review_status
DEF_THIGH_B.R	def_thigh_b.r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
DEF_UPPER_ARM_A.L	def_upper_arm_a.l	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
DEF_UPPER_ARM_A.L.001	def_upper_arm_a.l.001	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
DEF_UPPER_ARM_A.R	def_upper_arm_a.r	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
DEF_UPPER_ARM_A.R.001	def_upper_arm_a.r.001	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
DEF_UPPER_ARM_B.L	def_upper_arm_b.l	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
DEF_UPPER_ARM_B.R	def_upper_arm_b.r	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
Deform_Foot.L	deform_foot.l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
Deform_Foot.R	deform_foot.r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
Deltoid.L	deltoid.l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Deltoid.R	deltoid.r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
DeltoidBack_End_L	deltoidback_end_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
DeltoidBack_End_R	deltoidback_end_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
DeltoidBack_Start_L	deltoidback_start_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
DeltoidBack_Start_R	deltoidback_start_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-L-Becep	dm-l-becep	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-BrochiDn	dm-l-brochidn	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-BrochiUp	dm-l-brochiup	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-Deltoid-A	dm-l-deltoid-a	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-Elbow	dm-l-elbow	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-Elbow-Point	dm-l-elbow-point	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-Knee	dm-l-knee	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-Side-Point	dm-l-side-point	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-UpperArm-Tw	dm-l-upperarm-tw	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-L-Venter-A	dm-l-venter-a	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
Dm-R-Becep	dm-r-becep	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-BrochiDn	dm-r-brochidn	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-BrochiUp	dm-r-brochiup	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-Deltoid-A	dm-r-deltoid-a	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-Elbow	dm-r-elbow	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-Elbow-Point	dm-r-elbow-point	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-Knee	dm-r-knee	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-Side-Point	dm-r-side-point	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-UpperArm-Tw	dm-r-upperarm-tw	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
Dm-R-Venter-A	dm-r-venter-a	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
Elbow2_L	elbow2_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
Elbow2_R	elbow2_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowAux1_L	elbowaux1_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowAux1_R	elbowaux1_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowAux2_L	elbowaux2_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowAux2_R	elbowaux2_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowAux3_L	elbowaux3_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowAux3_R	elbowaux3_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowAux4_L	elbowaux4_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowAux4_R	elbowaux4_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowAux5_L	elbowaux5_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowAux5_R	elbowaux5_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowAux_L	elbowaux_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowAux_R	elbowaux_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowChangeShapeAux_L	elbowchangeshapeaux_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowChangeShapeAux_R	elbowchangeshapeaux_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowD_L	elbowd_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowD_R	elbowd_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowIncreaseæ­£(Armx)_L	elbowincreaseæ­£(armx)_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowIncreaseæ­£(Armx)_R	elbowincreaseæ­£(armx)_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowIncreaseæ­£å‚¾ã_L	elbowincreaseæ­£å‚¾ã_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowIncreaseæ­£å‚¾ã_R	elbowincreaseæ­£å‚¾ã_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowIncrease正(Armx)_L	elbowincrease正(armx)_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowIncrease正(Armx)_R	elbowincrease正(armx)_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowIncrease正傾き_L	elbowincrease正傾き_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
ElbowIncrease正傾き_R	elbowincrease正傾き_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
ElbowPart1_L	elbowpart1_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
