final_order	exact_literal	ascii_fold	provenance	prior_master_path	human_review_status	casefold_carryalong	decision_basis
388	ArmTwist連動_L	armtwist連動_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
389	ArmTwist連動_R	armtwist連動_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
390	Armケープ_L	armケープ_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
391	Armケープ_R	armケープ_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
392	Assist_arm1_L1	assist_arm1_l1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
393	Assist_arm1_L2	assist_arm1_l2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
394	Assist_arm1_R1	assist_arm1_r1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
395	Assist_arm1_R2	assist_arm1_r2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
396	Assist_spine0	assist_spine0	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
397	Assist_spine1	assist_spine1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
398	Assist_spine2	assist_spine2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
399	Assist_spine3	assist_spine3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
400	Assist_spine4	assist_spine4	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
401	Assist_spine5	assist_spine5	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
402	Assist_spine6	assist_spine6	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
403	Assist_spine7	assist_spine7	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
404	Assist_spine8	assist_spine8	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
405	Assist_spine9	assist_spine9	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"
406	b__L_ArmExportPole__	b__l_armexportpole__	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
407	b__L_LegExportPole__	b__l_legexportpole__	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
408	B_Nic_Arm_Ex_R	b_nic_arm_ex_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
409	B_Nic_Forearm_Ex_L	b_nic_forearm_ex_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
410	B_Nic_Forearm_Ex_R	b_nic_forearm_ex_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
411	B_Nic_Knee_L	b_nic_knee_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
412	B_Nic_Knee_R	b_nic_knee_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
413	back	back	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
414	Back Side.L	back side.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
415	Back Side.R	back side.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
416	Back_Jnt_Vol_Hip_L	back_jnt_vol_hip_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
417	Back_Jnt_Vol_Hip_R	back_jnt_vol_hip_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
418	Back_Jnt_Vol_Shoulder_L	back_jnt_vol_shoulder_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
419	Back_Jnt_Vol_Shoulder_R	back_jnt_vol_shoulder_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
420	Back_VolScapula_L	back_volscapula_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
421	Back_VolScapula_L_Jnt	back_volscapula_l_jnt	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
422	Back_VolScapula_R	back_volscapula_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
423	Back_VolScapula_R_Jnt	back_volscapula_r_jnt	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
424	BackTwist_0.L	backtwist_0.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
425	BackTwist_0.L.001	backtwist_0.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
426	BackTwist_0.R	backtwist_0.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
427	BackTwist_0.R.001	backtwist_0.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
428	BackTwist_1.L	backtwist_1.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
429	BackTwist_1.L.001	backtwist_1.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
430	BackTwist_1.R	backtwist_1.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
431	BackTwist_1.R.001	backtwist_1.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
432	BackTwist_2.L	backtwist_2.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
433	BackTwist_2.L.001	backtwist_2.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
434	BackTwist_2.R	backtwist_2.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
435	BackTwist_2.R.001	backtwist_2.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
436	BackTwist_3.L	backtwist_3.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
437	BackTwist_3.L.001	backtwist_3.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
438	BackTwist_3.R	backtwist_3.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
439	BackTwist_3.R.001	backtwist_3.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
440	BackTwist_4.L	backtwist_4.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
441	BackTwist_4.L.001	backtwist_4.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
442	BackTwist_4.R	backtwist_4.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
443	BackTwist_4.R.001	backtwist_4.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
444	BackTwist_5.L	backtwist_5.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
445	BackTwist_5.L.001	backtwist_5.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
446	BackTwist_5.R	backtwist_5.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
447	BackTwist_5.R.001	backtwist_5.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
448	BackTwist_6.L	backtwist_6.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
449	BackTwist_6.L.001	backtwist_6.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
450	BackTwist_6.R	backtwist_6.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
451	BackTwist_6.R.001	backtwist_6.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
452	BackTwist_7.L	backtwist_7.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
453	BackTwist_7.L.001	backtwist_7.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
454	BackTwist_7.R	backtwist_7.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
455	BackTwist_7.R.001	backtwist_7.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
456	BackTwist_8.L	backtwist_8.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
457	BackTwist_8.L.001	backtwist_8.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
458	BackTwist_8.R	backtwist_8.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
459	BackTwist_8.R.001	backtwist_8.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
460	BackTwist_9.L	backtwist_9.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
461	BackTwist_9.L.001	backtwist_9.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
462	BackTwist_9.R	backtwist_9.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
463	BackTwist_9.R.001	backtwist_9.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
464	BackTwist_10.L	backtwist_10.l	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
465	BackTwist_10.L.001	backtwist_10.l.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
466	BackTwist_10.R	backtwist_10.r	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
467	BackTwist_10.R.001	backtwist_10.r.001	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
468	belly adj 1	belly adj 1	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
469	belly adj 2	belly adj 2	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
470	belly adj 3	belly adj 3	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
471	belly left ctrl	belly left ctrl	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
472	belly left ctrly	belly left ctrly	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
473	belly right ctrl	belly right ctrl	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
474	Belly.jiggle	belly.jiggle	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
